     Angle,       PSD,
   49.6529,        42,
    49.663,        34,
   49.6732,        38,
   49.6833,        27,
   49.6934,        26,
   49.7035,        31,
   49.7136,        16,
   49.7238,        32,
   49.7339,        23,
    49.744,        34,
   49.7541,        35,
   49.7642,        29,
   49.7743,        38,
   49.7845,        27,
   49.7946,        30,
   49.8047,        29,
   49.8148,        34,
   49.8249,        21,
   49.8351,        40,
   49.8452,        40,
   49.8553,        36,
   49.8654,        25,
   49.8755,        24,
   49.8856,        27,
   49.8958,        25,
   49.9059,        30,
    49.916,        30,
   49.9261,        24,
   49.9362,        22,
   49.9464,        26,
   49.9565,        31,
   49.9666,        28,
   49.9767,        28,
   49.9868,        23,
    49.997,        35,
   50.0071,        36,
   50.0172,        28,
   50.0273,        25,
   50.0374,        19,
   50.0475,        23,
   50.0577,        23,
   50.0678,        38,
   50.0779,        27,
    50.088,        26,
   50.0981,        31,
   50.1083,        30,
   50.1184,        28,
   50.1285,        21,
   50.1386,        21,
   50.1487,        31,
   50.1589,        30,
    50.169,        28,
   50.1791,        19,
   50.1892,        34,
   50.1993,        34,
   50.2094,        30,
   50.2196,        29,
   50.2297,        28,
   50.2398,        30,
   50.2499,        35,
     50.26,        21,
   50.2702,        22,
   50.2803,        29,
   50.2904,        32,
   50.3005,        31,
   50.3106,        31,
   50.3207,        27,
   50.3309,        21,
    50.341,        38,
   50.3511,        43,
   50.3612,        26,
   50.3713,        29,
   50.3815,        36,
   50.3916,        23,
   50.4017,        34,
   50.4118,        26,
   50.4219,        34,
   50.4321,        24,
   50.4422,        27,
   50.4523,        26,
   50.4624,        31,
   50.4725,        33,
   50.4826,        37,
   50.4928,        32,
   50.5029,        33,
    50.513,        36,
   50.5231,        26,
   50.5332,        21,
   50.5434,        41,
   50.5535,        24,
   50.5636,        30,
   50.5737,        24,
   50.5838,        34,
   50.5939,        29,
   50.6041,        33,
   50.6142,        31,
   50.6243,        28,
   50.6344,        25,
   50.6445,        29,
   50.6547,        34,
   50.6648,        33,
   50.6749,        29,
    50.685,        24,
   50.6951,        38,
   50.7053,        34,
   50.7154,        37,
   50.7255,        39,
   50.7356,        45,
   50.7457,        37,
   50.7558,        48,
    50.766,        55,
   50.7761,        39,
   50.7862,        50,
   50.7963,        33,
   50.8064,        43,
   50.8166,        45,
   50.8267,        38,
   50.8368,        45,
   50.8469,        40,
    50.857,        40,
   50.8672,        39,
   50.8773,        39,
   50.8874,        40,
   50.8975,        32,
   50.9076,        37,
   50.9177,        35,
   50.9279,        47,
    50.938,        35,
   50.9481,        45,
   50.9582,        37,
   50.9683,        42,
   50.9785,        30,
   50.9886,        35,
   50.9987,        22,
   51.0088,        30,
   51.0189,        27,
    51.029,        26,
   51.0392,        22,
   51.0493,        26,
   51.0594,        33,
   51.0695,        25,
   51.0796,        26,
   51.0898,        37,
   51.0999,        18,
     51.11,        35,
   51.1201,        34,
   51.1302,        24,
   51.1404,        43,
   51.1505,        28,
   51.1606,        33,
   51.1707,        37,
   51.1808,        30,
   51.1909,        33,
   51.2011,        25,
   51.2112,        27,
   51.2213,        35,
   51.2314,        27,
   51.2415,        27,
   51.2517,        30,
   51.2618,        24,
   51.2719,        37,
    51.282,        27,
   51.2921,        18,
   51.3023,        27,
   51.3124,        25,
   51.3225,        29,
   51.3326,        34,
   51.3427,        34,
   51.3528,        37,
    51.363,        44,
   51.3731,        36,
   51.3832,        38,
   51.3933,        39,
   51.4034,        36,
   51.4136,        50,
   51.4237,        42,
   51.4338,        32,
   51.4439,        35,
    51.454,        34,
   51.4641,        25,
   51.4743,        30,
   51.4844,        37,
   51.4945,        22,
   51.5046,        31,
   51.5147,        27,
   51.5249,        35,
    51.535,        30,
   51.5451,        29,
   51.5552,        33,
   51.5653,        31,
   51.5755,        36,
   51.5856,        23,
   51.5957,        37,
   51.6058,        23,
   51.6159,        35,
    51.626,        33,
   51.6362,        23,
   51.6463,        26,
   51.6564,        34,
   51.6665,        32,
   51.6766,        22,
   51.6868,        32,
   51.6969,        34,
    51.707,        31,
   51.7171,        30,
   51.7272,        23,
   51.7373,        31,
   51.7475,        22,
   51.7576,        31,
   51.7677,        35,
   51.7778,        21,
   51.7879,        24,
   51.7981,        36,
   51.8082,        30,
   51.8183,        38,
   51.8284,        30,
   51.8385,        34,
   51.8487,        41,
   51.8588,        41,
   51.8689,        47,
    51.879,        41,
   51.8891,        40,
   51.8992,        47,
   51.9094,        30,
   51.9195,        48,
   51.9296,        28,
   51.9397,        43,
   51.9498,        48,
     51.96,        36,
   51.9701,        46,
   51.9802,        43,
   51.9903,        41,
   52.0004,        46,
   52.0106,        48,
   52.0207,        46,
   52.0308,        37,
   52.0409,        38,
    52.051,        42,
   52.0611,        41,
   52.0713,        27,
   52.0814,        45,
   52.0915,        41,
   52.1016,        45,
   52.1117,        44,
   52.1219,        42,
    52.132,        45,
   52.1421,        49,
   52.1522,        28,
   52.1623,        38,
   52.1724,        38,
   52.1826,        59,
   52.1927,        46,
   52.2028,        54,
   52.2129,        55,
    52.223,        50,
   52.2332,        65,
   52.2433,        49,
   52.2534,        51,
   52.2635,        62,
   52.2736,        74,
   52.2838,        56,
   52.2939,        63,
    52.304,        76,
   52.3141,        79,
   52.3242,        69,
   52.3343,        85,
   52.3445,        60,
   52.3546,        71,
   52.3647,        54,
   52.3748,        51,
   52.3849,        64,
   52.3951,        51,
   52.4052,        64,
   52.4153,        47,
   52.4254,        56,
   52.4355,        53,
   52.4456,        54,
   52.4558,        52,
   52.4659,        60,
    52.476,        50,
   52.4861,        41,
   52.4962,        55,
   52.5064,        48,
   52.5165,        49,
   52.5266,        37,
   52.5367,        42,
   52.5468,        35,
    52.557,        40,
   52.5671,        46,
   52.5772,        39,
   52.5873,        36,
   52.5974,        32,
   52.6075,        31,
   52.6177,        29,
   52.6278,        28,
   52.6379,        24,
    52.648,        23,
   52.6581,        41,
   52.6683,        36,
   52.6784,        28,
   52.6885,        30,
   52.6986,        30,
   52.7087,        37,
   52.7189,        28,
    52.729,        29,
   52.7391,        27,
   52.7492,        35,
   52.7593,        39,
   52.7694,        33,
   52.7796,        29,
   52.7897,        27,
   52.7998,        30,
   52.8099,        32,
     52.82,        40,
   52.8302,        31,
   52.8403,        23,
   52.8504,        33,
   52.8605,        23,
   52.8706,        28,
   52.8807,        23,
   52.8909,        19,
    52.901,        29,
   52.9111,        27,
   52.9212,        37,
   52.9313,        23,
   52.9415,        36,
   52.9516,        20,
   52.9617,        33,
   52.9718,        23,
   52.9819,        24,
   52.9921,        31,
   53.0022,        24,
   53.0123,        26,
   53.0224,        34,
   53.0325,        23,
   53.0426,        27,
   53.0528,        22,
   53.0629,        28,
    53.073,        26,
   53.0831,        28,
   53.0932,        33,
   53.1034,        29,
   53.1135,        28,
   53.1236,        31,
   53.1337,        25,
   53.1438,        22,
   53.1539,        37,
   53.1641,        28,
   53.1742,        32,
   53.1843,        26,
   53.1944,        29,
   53.2045,        24,
   53.2147,        33,
   53.2248,        33,
   53.2349,        34,
    53.245,        30,
   53.2551,        28,
   53.2653,        27,
   53.2754,        28,
   53.2855,        21,
   53.2956,        39,
   53.3057,        30,
   53.3158,        27,
    53.326,        33,
   53.3361,        31,
   53.3462,        31,
   53.3563,        28,
   53.3664,        34,
   53.3766,        38,
   53.3867,        29,
   53.3968,        33,
   53.4069,        25,
    53.417,        24,
   53.4272,        25,
   53.4373,        34,
   53.4474,        30,
   53.4575,        35,
   53.4676,        37,
   53.4777,        35,
   53.4879,        23,
    53.498,        32,
   53.5081,        37,
   53.5182,        31,
   53.5283,        28,
   53.5385,        33,
   53.5486,        37,
   53.5587,        25,
   53.5688,        31,
   53.5789,        30,
    53.589,        30,
   53.5992,        21,
   53.6093,        38,
   53.6194,        31,
   53.6295,        24,
   53.6396,        27,
   53.6498,        37,
   53.6599,        27,
     53.67,        33,
   53.6801,        37,
   53.6902,        32,
   53.7004,        22,
   53.7105,        25,
   53.7206,        22,
   53.7307,        38,
   53.7408,        26,
   53.7509,        25,
   53.7611,        29,
   53.7712,        35,
   53.7813,        27,
   53.7914,        24,
   53.8015,        27,
   53.8117,        31,
   53.8218,        33,
   53.8319,        26,
    53.842,        25,
   53.8521,        26,
   53.8623,        28,
   53.8724,        25,
   53.8825,        31,
   53.8926,        37,
   53.9027,        30,
   53.9128,        32,
    53.923,        24,
   53.9331,        32,
   53.9432,        28,
   53.9533,        19,
   53.9634,        29,
   53.9736,        31,
   53.9837,        15,
   53.9938,        34,
   54.0039,        30,
    54.014,        33,
   54.0241,        35,
   54.0343,        37,
   54.0444,        32,
   54.0545,        32,
   54.0646,        29,
   54.0747,        22,
   54.0849,        21,
    54.095,        36,
   54.1051,        34,
   54.1152,        34,
   54.1253,        24,
   54.1355,        34,
   54.1456,        34,
   54.1557,        36,
   54.1658,        37,
   54.1759,        43,
    54.186,        28,
   54.1962,        44,
   54.2063,        43,
   54.2164,        44,
   54.2265,        39,
   54.2366,        44,
   54.2468,        45,
   54.2569,        46,
    54.267,        46,
   54.2771,        44,
   54.2872,        47,
   54.2973,        39,
   54.3075,        29,
   54.3176,        36,
   54.3277,        40,
   54.3378,        37,
   54.3479,        31,
   54.3581,        32,
   54.3682,        38,
   54.3783,        36,
   54.3884,        33,
   54.3985,        45,
   54.4087,        39,
   54.4188,        32,
   54.4289,        34,
    54.439,        46,
   54.4491,        39,
   54.4592,        44,
   54.4694,        32,
   54.4795,        37,
   54.4896,        33,
   54.4997,        41,
   54.5098,        34,
     54.52,        40,
   54.5301,        30,
   54.5402,        29,
   54.5503,        31,
   54.5604,        23,
   54.5706,        29,
   54.5807,        30,
   54.5908,        25,
   54.6009,        39,
    54.611,        36,
   54.6211,        42,
   54.6313,        39,
   54.6414,        36,
   54.6515,        26,
   54.6616,        30,
   54.6717,        28,
   54.6819,        33,
    54.692,        29,
   54.7021,        27,
   54.7122,        20,
   54.7223,        29,
   54.7324,        38,
   54.7426,        37,
   54.7527,        28,
   54.7628,        33,
   54.7729,        26,
    54.783,        30,
   54.7932,        29,
   54.8033,        30,
   54.8134,        39,
   54.8235,        29,
   54.8336,        31,
   54.8438,        33,
   54.8539,        32,
    54.864,        32,
   54.8741,        25,
   54.8842,        32,
   54.8943,        32,
   54.9045,        32,
   54.9146,        28,
   54.9247,        29,
   54.9348,        31,
   54.9449,        34,
   54.9551,        34,
   54.9652,        29,
   54.9753,        32,
   54.9854,        31,
   54.9955,        20,
   55.0056,        28,
   55.0158,        26,
   55.0259,        25,
    55.036,        34,
   55.0461,        29,
   55.0562,        31,
   55.0664,        32,
   55.0765,        18,
   55.0866,        25,
   55.0967,        20,
   55.1068,        21,
    55.117,        35,
   55.1271,        27,
   55.1372,        32,
   55.1473,        38,
   55.1574,        28,
   55.1675,        34,
   55.1777,        24,
   55.1878,        28,
   55.1979,        23,
    55.208,        21,
   55.2181,        30,
   55.2283,        26,
   55.2384,        29,
   55.2485,        22,
   55.2586,        26,
   55.2687,        27,
   55.2789,        26,
    55.289,        39,
   55.2991,        31,
   55.3092,        23,
   55.3193,        30,
   55.3294,        25,
   55.3396,        30,
   55.3497,        36,
   55.3598,        28,
   55.3699,        24,
     55.38,        34,
   55.3902,        26,
   55.4003,        27,
   55.4104,        23,
   55.4205,        31,
   55.4306,        20,
   55.4407,        26,
   55.4509,        24,
    55.461,        26,
   55.4711,        27,
   55.4812,        26,
   55.4913,        27,
   55.5015,        26,
   55.5116,        33,
   55.5217,        30,
   55.5318,        21,
   55.5419,        23,
   55.5521,        39,
   55.5622,        29,
   55.5723,        23,
   55.5824,        31,
   55.5925,        23,
   55.6026,        28,
   55.6128,        27,
   55.6229,        26,
    55.633,        31,
   55.6431,        26,
   55.6532,        22,
   55.6634,        34,
   55.6735,        19,
   55.6836,        27,
   55.6937,        37,
   55.7038,        27,
    55.714,        26,
   55.7241,        30,
   55.7342,        27,
   55.7443,        36,
   55.7544,        27,
   55.7645,        19,
   55.7747,        31,
   55.7848,        40,
   55.7949,        27,
    55.805,        29,
   55.8151,        33,
   55.8253,        27,
   55.8354,        35,
   55.8455,        31,
   55.8556,        19,
   55.8657,        32,
   55.8758,        27,
    55.886,        28,
   55.8961,        28,
   55.9062,        35,
   55.9163,        27,
   55.9264,        28,
   55.9366,        30,
   55.9467,        31,
   55.9568,        21,
   55.9669,        29,
    55.977,        28,
   55.9872,        29,
   55.9973,        35,
   56.0074,        34,
   56.0175,        28,
   56.0276,        41,
   56.0377,        33,
   56.0479,        26,
    56.058,        29,
   56.0681,        27,
   56.0782,        32,
   56.0883,        28,
   56.0985,        33,
   56.1086,        26,
   56.1187,        21,
   56.1288,        28,
   56.1389,        29,
    56.149,        27,
   56.1592,        28,
   56.1693,        32,
   56.1794,        28,
   56.1895,        26,
   56.1996,        29,
   56.2098,        21,
   56.2199,        34,
     56.23,        29,
   56.2401,        30,
   56.2502,        31,
   56.2604,        20,
   56.2705,        31,
   56.2806,        26,
   56.2907,        40,
   56.3008,        39,
   56.3109,        28,
   56.3211,        32,
   56.3312,        31,
   56.3413,        24,
   56.3514,        35,
   56.3615,        39,
   56.3717,        27,
   56.3818,        38,
   56.3919,        31,
    56.402,        36,
   56.4121,        36,
   56.4223,        42,
   56.4324,        37,
   56.4425,        28,
   56.4526,        31,
   56.4627,        32,
   56.4728,        31,
    56.483,        24,
   56.4931,        36,
   56.5032,        33,
   56.5133,        27,
   56.5234,        30,
   56.5336,        26,
   56.5437,        32,
   56.5538,        31,
   56.5639,        38,
    56.574,        26,
   56.5841,        32,
   56.5943,        31,
   56.6044,        26,
   56.6145,        27,
   56.6246,        43,
   56.6347,        42,
   56.6449,        24,
    56.655,        34,
   56.6651,        42,
   56.6752,        30,
   56.6853,        34,
   56.6955,        31,
   56.7056,        35,
   56.7157,        25,
   56.7258,        29,
   56.7359,        30,
    56.746,        31,
   56.7562,        24,
   56.7663,        38,
   56.7764,        25,
   56.7865,        23,
   56.7966,        34,
   56.8068,        29,
   56.8169,        26,
    56.827,        40,
   56.8371,        31,
   56.8472,        27,
   56.8573,        31,
   56.8675,        30,
   56.8776,        38,
   56.8877,        29,
   56.8978,        29,
   56.9079,        34,
   56.9181,        32,
   56.9282,        38,
   56.9383,        39,
   56.9484,        43,
   56.9585,        37,
   56.9687,        31,
   56.9788,        34,
   56.9889,        41,
    56.999,        38,
   57.0091,        40,
   57.0192,        36,
   57.0294,        41,
   57.0395,        47,
   57.0496,        42,
   57.0597,        41,
   57.0698,        50,
     57.08,        42,
   57.0901,        37,
   57.1002,        43,
   57.1103,        40,
   57.1204,        37,
   57.1306,        42,
   57.1407,        38,
   57.1508,        41,
   57.1609,        45,
    57.171,        39,
   57.1811,        55,
   57.1913,        51,
   57.2014,        50,
   57.2115,        50,
   57.2216,        40,
   57.2317,        51,
   57.2419,        41,
    57.252,        57,
   57.2621,        59,
   57.2722,        62,
   57.2823,        72,
   57.2924,        68,
   57.3026,        72,
   57.3127,       101,
   57.3228,        80,
   57.3329,        95,
    57.343,       110,
   57.3532,        93,
   57.3633,       121,
   57.3734,       120,
   57.3835,       109,
   57.3936,       115,
   57.4038,       130,
   57.4139,        99,
    57.424,       107,
   57.4341,       116,
   57.4442,       108,
   57.4543,        91,
   57.4645,       116,
   57.4746,       107,
   57.4847,       104,
   57.4948,       103,
   57.5049,       130,
   57.5151,       116,
   57.5252,       101,
   57.5353,       105,
   57.5454,       148,
   57.5555,       113,
   57.5657,       108,
   57.5758,       131,
   57.5859,       126,
    57.596,       145,
   57.6061,       142,
   57.6162,       146,
   57.6264,       187,
   57.6365,       218,
   57.6466,       230,
   57.6567,       268,
   57.6668,       302,
    57.677,       285,
   57.6871,       299,
   57.6972,       289,
   57.7073,       264,
   57.7174,       259,
   57.7275,       207,
   57.7377,       213,
   57.7478,       189,
   57.7579,       137,
    57.768,       157,
   57.7781,       156,
   57.7883,       149,
   57.7984,       169,
   57.8085,       181,
   57.8186,       184,
   57.8287,       184,
   57.8389,       177,
    57.849,       163,
   57.8591,       182,
   57.8692,       145,
   57.8793,       124,
   57.8894,       117,
   57.8996,        94,
   57.9097,        98,
   57.9198,        92,
   57.9299,        70,
     57.94,        80,
   57.9502,        62,
   57.9603,        51,
   57.9704,        51,
   57.9805,        46,
   57.9906,        41,
   58.0007,        60,
   58.0109,        45,
    58.021,        55,
   58.0311,        49,
   58.0412,        33,
   58.0513,        35,
   58.0615,        37,
   58.0716,        43,
   58.0817,        45,
   58.0918,        38,
   58.1019,        40,
   58.1121,        24,
   58.1222,        34,
   58.1323,        33,
   58.1424,        37,
   58.1525,        39,
   58.1626,        27,
   58.1728,        33,
   58.1829,        42,
    58.193,        26,
   58.2031,        36,
   58.2132,        37,
   58.2234,        34,
   58.2335,        40,
   58.2436,        30,
   58.2537,        33,
   58.2638,        43,
    58.274,        33,
   58.2841,        34,
   58.2942,        28,
   58.3043,        37,
   58.3144,        40,
   58.3245,        25,
   58.3347,        29,
   58.3448,        31,
   58.3549,        24,
    58.365,        35,
   58.3751,        33,
   58.3853,        41,
   58.3954,        31,
   58.4055,        35,
   58.4156,        26,
   58.4257,        35,
   58.4358,        27,
    58.446,        30,
   58.4561,        32,
   58.4662,        31,
   58.4763,        38,
   58.4864,        20,
   58.4966,        31,
   58.5067,        30,
   58.5168,        26,
   58.5269,        36,
    58.537,        42,
   58.5472,        24,
   58.5573,        26,
   58.5674,        29,
   58.5775,        33,
   58.5876,        32,
   58.5977,        25,
   58.6079,        33,
    58.618,        20,
   58.6281,        33,
   58.6382,        31,
   58.6483,        30,
   58.6585,        29,
   58.6686,        23,
   58.6787,        16,
   58.6888,        26,
   58.6989,        32,
    58.709,        25,
   58.7192,        28,
   58.7293,        31,
   58.7394,        27,
   58.7495,        34,
   58.7596,        25,
   58.7698,        22,
   58.7799,        32,
     58.79,        28,
   58.8001,        18,
   58.8102,        25,
   58.8204,        32,
   58.8305,        33,
   58.8406,        35,
   58.8507,        27,
   58.8608,        25,
   58.8709,        27,
   58.8811,        27,
   58.8912,        27,
   58.9013,        28,
   58.9114,        32,
   58.9215,        30,
   58.9317,        26,
   58.9418,        17,
   58.9519,        33,
    58.962,        31,
   58.9721,        18,
   58.9823,        18,
   58.9924,        29,
   59.0025,        33,
   59.0126,        24,
   59.0227,        29,
   59.0328,        27,
    59.043,        25,
   59.0531,        34,
   59.0632,        39,
   59.0733,        22,
   59.0834,        28,
   59.0936,        22,
   59.1037,        19,
   59.1138,        31,
   59.1239,        22,
    59.134,        34,
   59.1441,        31,
   59.1543,        30,
   59.1644,        30,
   59.1745,        32,
   59.1846,        24,
   59.1947,        30,
   59.2049,        28,
    59.215,        37,
   59.2251,        23,
   59.2352,        29,
   59.2453,        25,
   59.2555,        30,
   59.2656,        29,
   59.2757,        30,
   59.2858,        31,
   59.2959,        34,
    59.306,        36,
   59.3162,        27,
   59.3263,        38,
   59.3364,        26,
   59.3465,        29,
   59.3566,        28,
   59.3668,        31,
   59.3769,        19,
    59.387,        27,
   59.3971,        29,
   59.4072,        30,
   59.4173,        29,
   59.4275,        29,
   59.4376,        38,
   59.4477,        33,
   59.4578,        29,
   59.4679,        30,
   59.4781,        41,
   59.4882,        34,
   59.4983,        45,
   59.5084,        41,
   59.5185,        31,
   59.5287,        38,
   59.5388,        49,
   59.5489,        44,
    59.559,        35,
   59.5691,        47,
   59.5792,        44,
   59.5894,        35,
   59.5995,        46,
   59.6096,        42,
   59.6197,        31,
   59.6298,        47,
     59.64,        37,
   59.6501,        42,
   59.6602,        33,
   59.6703,        31,
   59.6804,        38,
   59.6906,        41,
   59.7007,        38,
   59.7108,        31,
   59.7209,        35,
    59.731,        35,
   59.7411,        35,
   59.7513,        41,
   59.7614,        35,
   59.7715,        33,
   59.7816,        37,
   59.7917,        30,
   59.8019,        40,
    59.812,        27,
   59.8221,        32,
   59.8322,        35,
   59.8423,        27,
   59.8524,        37,
   59.8626,        38,
   59.8727,        37,
   59.8828,        33,
   59.8929,        27,
    59.903,        26,
   59.9132,        27,
   59.9233,        32,
   59.9334,        26,
   59.9435,        37,
   59.9536,        34,
   59.9638,        30,
   59.9739,        26,
    59.984,        25,
   59.9941,        36,
   60.0042,        23,
   60.0143,        23,
   60.0245,        28,
   60.0346,        24,
   60.0447,        21,
   60.0548,        21,
   60.0649,        27,
   60.0751,        26,
   60.0852,        28,
   60.0953,        29,
   60.1054,        34,
   60.1155,        32,
   60.1257,        21,
   60.1358,        22,
   60.1459,        19,
    60.156,        26,
   60.1661,        27,
   60.1762,        29,
   60.1864,        25,
   60.1965,        32,
   60.2066,        30,
   60.2167,        19,
   60.2268,        24,
    60.237,        27,
   60.2471,        21,
   60.2572,        27,
   60.2673,        22,
   60.2774,        28,
   60.2875,        25,
   60.2977,        30,
   60.3078,        19,
   60.3179,        28,
    60.328,        25,
   60.3381,        28,
   60.3483,        25,
   60.3584,        23,
   60.3685,        24,
   60.3786,        28,
   60.3887,        22,
   60.3989,        32,
    60.409,        29,
   60.4191,        34,
   60.4292,        30,
   60.4393,        34,
   60.4494,        26,
   60.4596,        22,
   60.4697,        21,
   60.4798,        23,
   60.4899,        33,
      60.5,        30,
   60.5102,        20,
   60.5203,        29,
   60.5304,        21,
   60.5405,        34,
   60.5506,        24,
   60.5607,        30,
   60.5709,        24,
    60.581,        23,
   60.5911,        29,
   60.6012,        24,
   60.6113,        24,
   60.6215,        29,
   60.6316,        18,
   60.6417,        24,
   60.6518,        22,
   60.6619,        20,
   60.6721,        36,
   60.6822,        19,
   60.6923,        29,
   60.7024,        34,
   60.7125,        26,
   60.7226,        23,
   60.7328,        28,
   60.7429,        26,
    60.753,        28,
   60.7631,        26,
   60.7732,        25,
   60.7834,        30,
   60.7935,        29,
   60.8036,        19,
   60.8137,        23,
   60.8238,        30,
    60.834,        24,
   60.8441,        21,
   60.8542,        27,
   60.8643,        23,
   60.8744,        23,
   60.8845,        25,
   60.8947,        20,
   60.9048,        23,
   60.9149,        24,
    60.925,        21,
   60.9351,        26,
   60.9453,        29,
   60.9554,        29,
   60.9655,        23,
   60.9756,        23,
   60.9857,        30,
   60.9958,        31,
    61.006,        23,
   61.0161,        29,
   61.0262,        19,
   61.0363,        24,
   61.0464,        30,
   61.0566,        29,
   61.0667,        31,
   61.0768,        28,
   61.0869,        30,
    61.097,        21,
   61.1072,        27,
   61.1173,        28,
   61.1274,        30,
   61.1375,        23,
   61.1476,        24,
   61.1577,        18,
   61.1679,        27,
    61.178,        23,
   61.1881,        20,
   61.1982,        31,
   61.2083,        28,
   61.2185,        26,
   61.2286,        29,
   61.2387,        32,
   61.2488,        29,
   61.2589,        38,
    61.269,        24,
   61.2792,        27,
   61.2893,        24,
   61.2994,        28,
   61.3095,        27,
   61.3196,        22,
   61.3298,        30,
   61.3399,        27,
     61.35,        33,
   61.3601,        29,
   61.3702,        31,
   61.3804,        32,
   61.3905,        32,
   61.4006,        29,
   61.4107,        28,
   61.4208,        30,
   61.4309,        36,
   61.4411,        32,
   61.4512,        41,
   61.4613,        24,
   61.4714,        37,
   61.4815,        42,
   61.4917,        35,
   61.5018,        56,
   61.5119,        43,
    61.522,        47,
   61.5321,        43,
   61.5423,        53,
   61.5524,        44,
   61.5625,        51,
   61.5726,        56,
   61.5827,        69,
   61.5928,        45,
    61.603,        62,
   61.6131,        58,
   61.6232,        84,
   61.6333,        74,
   61.6434,        73,
   61.6536,        60,
   61.6637,        61,
   61.6738,        61,
   61.6839,        52,
    61.694,        55,
   61.7041,        54,
   61.7143,        54,
   61.7244,        54,
   61.7345,        48,
   61.7446,        40,
   61.7547,        51,
   61.7649,        54,
    61.775,        50,
   61.7851,        37,
   61.7952,        44,
   61.8053,        52,
   61.8155,        45,
   61.8256,        31,
   61.8357,        36,
   61.8458,        36,
   61.8559,        37,
    61.866,        28,
   61.8762,        36,
   61.8863,        36,
   61.8964,        34,
   61.9065,        35,
   61.9166,        30,
   61.9268,        20,
   61.9369,        34,
    61.947,        23,
   61.9571,        29,
   61.9672,        33,
   61.9774,        32,
   61.9875,        21,
   61.9976,        36,
   62.0077,        28,
   62.0178,        27,
   62.0279,        30,
   62.0381,        31,
   62.0482,        26,
   62.0583,        39,
   62.0684,        29,
   62.0785,        25,
   62.0887,        25,
   62.0988,        29,
   62.1089,        25,
    62.119,        22,
   62.1291,        29,
   62.1392,        22,
   62.1494,        20,
   62.1595,        31,
   62.1696,        30,
   62.1797,        26,
   62.1898,        27,
      62.2,        23,
   62.2101,        27,
   62.2202,        30,
   62.2303,        27,
   62.2404,        31,
   62.2506,        29,
   62.2607,        26,
   62.2708,        28,
   62.2809,        26,
    62.291,        27,
   62.3011,        19,
   62.3113,        18,
   62.3214,        16,
   62.3315,        25,
   62.3416,        22,
   62.3517,        27,
   62.3619,        20,
    62.372,        27,
   62.3821,        27,
   62.3922,        23,
   62.4023,        21,
   62.4124,        29,
   62.4226,        31,
   62.4327,        24,
   62.4428,        22,
   62.4529,        22,
    62.463,        24,
   62.4732,        29,
   62.4833,        20,
   62.4934,        26,
   62.5035,        22,
   62.5136,        26,
   62.5238,        27,
   62.5339,        21,
    62.544,        31,
   62.5541,        29,
   62.5642,        27,
   62.5743,        30,
   62.5845,        26,
   62.5946,        20,
   62.6047,        23,
   62.6148,        17,
   62.6249,        22,
   62.6351,        24,
   62.6452,        13,
   62.6553,        25,
   62.6654,        24,
   62.6755,        24,
   62.6857,        30,
   62.6958,        32,
   62.7059,        22,
    62.716,        34,
   62.7261,        25,
   62.7362,        23,
   62.7464,        23,
   62.7565,        17,
   62.7666,        25,
   62.7767,        22,
   62.7868,        19,
    62.797,        23,
   62.8071,        26,
   62.8172,        23,
   62.8273,        20,
   62.8374,        25,
   62.8475,        28,
   62.8577,        25,
   62.8678,        20,
   62.8779,        29,
    62.888,        13,
   62.8981,        19,
   62.9083,        30,
   62.9184,        25,
   62.9285,        27,
   62.9386,        22,
   62.9487,        21,
   62.9589,        22,
    62.969,        23,
   62.9791,        20,
   62.9892,        25,
   62.9993,        23,
   63.0094,        29,
   63.0196,        25,
   63.0297,        20,
   63.0398,        26,
   63.0499,        21,
     63.06,        27,
   63.0702,        31,
   63.0803,        29,
   63.0904,        25,
   63.1005,        33,
   63.1106,        24,
   63.1207,        15,
   63.1309,        25,
    63.141,        20,
   63.1511,        31,
   63.1612,        28,
   63.1713,        31,
   63.1815,        19,
   63.1916,        34,
   63.2017,        24,
   63.2118,        27,
   63.2219,        26,
   63.2321,        11,
   63.2422,        25,
   63.2523,        26,
   63.2624,        26,
   63.2725,        27,
   63.2826,        18,
   63.2928,        27,
   63.3029,        25,
    63.313,        27,
   63.3231,        23,
   63.3332,        23,
   63.3434,        26,
   63.3535,        27,
   63.3636,        18,
   63.3737,        26,
   63.3838,        27,
    63.394,        23,
   63.4041,        26,
   63.4142,        21,
   63.4243,        28,
   63.4344,        23,
   63.4445,        25,
   63.4547,        17,
   63.4648,        17,
   63.4749,        20,
    63.485,        26,
   63.4951,        24,
   63.5053,        20,
   63.5154,        16,
   63.5255,        23,
   63.5356,        23,
   63.5457,        29,
   63.5558,        21,
    63.566,        20,
   63.5761,        19,
   63.5862,        24,
   63.5963,        27,
   63.6064,        27,
   63.6166,        25,
   63.6267,        30,
   63.6368,        21,
   63.6469,        29,
    63.657,        22,
   63.6672,        25,
   63.6773,        24,
   63.6874,        20,
   63.6975,        24,
   63.7076,        27,
   63.7177,        19,
   63.7279,        19,
    63.738,        34,
   63.7481,        24,
   63.7582,        21,
   63.7683,        30,
   63.7785,        26,
   63.7886,        27,
   63.7987,        30,
   63.8088,        19,
   63.8189,        19,
   63.8291,        27,
   63.8392,        20,
   63.8493,        20,
   63.8594,        17,
   63.8695,        23,
   63.8796,        18,
   63.8898,        20,
   63.8999,        24,
     63.91,        24,
   63.9201,        21,
   63.9302,        27,
   63.9404,        28,
