     Angle,       PSD,
   30.1645,        38,
   30.1747,        47,
   30.1848,        49,
   30.1949,        50,
    30.205,        42,
   30.2151,        35,
   30.2253,        39,
   30.2354,        38,
   30.2455,        33,
   30.2556,        28,
   30.2657,        30,
   30.2758,        37,
    30.286,        25,
   30.2961,        36,
   30.3062,        33,
   30.3163,        32,
   30.3264,        23,
   30.3366,        27,
   30.3467,        30,
   30.3568,        23,
   30.3669,        30,
    30.377,        32,
   30.3871,        27,
   30.3973,        31,
   30.4074,        26,
   30.4175,        25,
   30.4276,        33,
   30.4377,        28,
   30.4479,        31,
    30.458,        40,
   30.4681,        26,
   30.4782,        29,
   30.4883,        28,
   30.4985,        40,
   30.5086,        27,
   30.5187,        32,
   30.5288,        45,
   30.5389,        29,
    30.549,        29,
   30.5592,        25,
   30.5693,        29,
   30.5794,        18,
   30.5895,        27,
   30.5996,        25,
   30.6098,        31,
   30.6199,        32,
     30.63,        19,
   30.6401,        35,
   30.6502,        28,
   30.6604,        30,
   30.6705,        31,
   30.6806,        25,
   30.6907,        34,
   30.7008,        36,
   30.7109,        35,
   30.7211,        38,
   30.7312,        24,
   30.7413,        27,
   30.7514,        28,
   30.7615,        33,
   30.7717,        35,
   30.7818,        37,
   30.7919,        28,
    30.802,        29,
   30.8121,        25,
   30.8222,        39,
   30.8324,        24,
   30.8425,        51,
   30.8526,        30,
   30.8627,        31,
   30.8728,        27,
    30.883,        43,
   30.8931,        36,
   30.9032,        39,
   30.9133,        40,
   30.9234,        34,
   30.9336,        28,
   30.9437,        31,
   30.9538,        24,
   30.9639,        26,
    30.974,        49,
   30.9841,        33,
   30.9943,        37,
   31.0044,        35,
   31.0145,        27,
   31.0246,        40,
   31.0347,        35,
   31.0449,        44,
    31.055,        43,
   31.0651,        30,
   31.0752,        37,
   31.0853,        46,
   31.0954,        36,
   31.1056,        34,
   31.1157,        36,
   31.1258,        45,
   31.1359,        45,
    31.146,        36,
   31.1562,        32,
   31.1663,        39,
   31.1764,        42,
   31.1865,        30,
   31.1966,        32,
   31.2068,        37,
   31.2169,        48,
    31.227,        38,
   31.2371,        49,
   31.2472,        41,
   31.2573,        44,
   31.2675,        42,
   31.2776,        38,
   31.2877,        39,
   31.2978,        39,
   31.3079,        38,
   31.3181,        38,
   31.3282,        38,
   31.3383,        45,
   31.3484,        59,
   31.3585,        45,
   31.3687,        52,
   31.3788,        51,
   31.3889,        63,
    31.399,        53,
   31.4091,        44,
   31.4192,        50,
   31.4294,        41,
   31.4395,        49,
   31.4496,        42,
   31.4597,        51,
   31.4698,        51,
     31.48,        50,
   31.4901,        49,
   31.5002,        50,
   31.5103,        47,
   31.5204,        58,
   31.5305,        36,
   31.5407,        48,
   31.5508,        60,
   31.5609,        46,
    31.571,        49,
   31.5811,        61,
   31.5913,        54,
   31.6014,        51,
   31.6115,        52,
   31.6216,        47,
   31.6317,        43,
   31.6419,        39,
    31.652,        51,
   31.6621,        62,
   31.6722,        49,
   31.6823,        57,
   31.6924,        46,
   31.7026,        54,
   31.7127,        61,
   31.7228,        47,
   31.7329,        56,
    31.743,        53,
   31.7532,        43,
   31.7633,        51,
   31.7734,        49,
   31.7835,        45,
   31.7936,        44,
   31.8037,        63,
   31.8139,        63,
    31.824,        64,
   31.8341,        53,
   31.8442,        63,
   31.8543,        65,
   31.8645,        63,
   31.8746,        58,
   31.8847,        61,
   31.8948,        56,
   31.9049,        75,
   31.9151,        72,
   31.9252,        51,
   31.9353,        69,
   31.9454,        60,
   31.9555,        61,
   31.9656,        65,
   31.9758,        74,
   31.9859,        80,
    31.996,        73,
   32.0061,        79,
   32.0162,        77,
   32.0264,        80,
   32.0365,       104,
   32.0466,       106,
   32.0567,       104,
   32.0668,       139,
    32.077,       126,
   32.0871,       142,
   32.0972,       154,
   32.1073,       170,
   32.1174,       174,
   32.1275,       232,
   32.1377,       219,
   32.1478,       289,
   32.1579,       350,
    32.168,       433,
   32.1781,       525,
   32.1883,       711,
   32.1984,       838,
   32.2085,       931,
   32.2186,      1020,
   32.2287,      1085,
   32.2388,      1166,
    32.249,      1018,
   32.2591,      1062,
   32.2692,       918,
   32.2793,       956,
   32.2894,       909,
   32.2996,       871,
   32.3097,       942,
   32.3198,       864,
   32.3299,       910,
     32.34,       898,
   32.3502,      1022,
   32.3603,      1024,
   32.3704,      1100,
   32.3805,      1076,
   32.3906,      1016,
   32.4007,       997,
   32.4109,       758,
    32.421,       656,
   32.4311,       589,
   32.4412,       575,
   32.4513,       536,
   32.4615,       532,
   32.4716,       489,
   32.4817,       465,
   32.4918,       371,
   32.5019,       305,
   32.5121,       217,
   32.5222,       161,
   32.5323,       134,
   32.5424,       127,
   32.5525,       114,
   32.5626,       124,
   32.5728,        89,
   32.5829,        88,
    32.593,        92,
   32.6031,        72,
   32.6132,        73,
   32.6234,        71,
   32.6335,        53,
   32.6436,        68,
   32.6537,        60,
   32.6638,        63,
   32.6739,        56,
   32.6841,        49,
   32.6942,        56,
   32.7043,        42,
   32.7144,        43,
   32.7245,        59,
   32.7347,        57,
   32.7448,        38,
   32.7549,        52,
    32.765,        68,
   32.7751,        53,
   32.7853,        44,
   32.7954,        55,
   32.8055,        45,
   32.8156,        50,
   32.8257,        46,
   32.8358,        50,
    32.846,        35,
   32.8561,        34,
   32.8662,        42,
   32.8763,        44,
   32.8864,        47,
   32.8966,        41,
   32.9067,        41,
   32.9168,        37,
   32.9269,        48,
    32.937,        41,
   32.9471,        31,
   32.9573,        52,
   32.9674,        46,
   32.9775,        50,
   32.9876,        39,
   32.9977,        50,
   33.0079,        38,
    33.018,        48,
   33.0281,        47,
   33.0382,        36,
   33.0483,        29,
   33.0585,        43,
   33.0686,        43,
   33.0787,        31,
   33.0888,        51,
   33.0989,        45,
    33.109,        33,
   33.1192,        47,
   33.1293,        26,
   33.1394,        30,
   33.1495,        39,
   33.1596,        43,
   33.1698,        37,
   33.1799,        36,
     33.19,        43,
   33.2001,        32,
   33.2102,        50,
   33.2204,        44,
   33.2305,        30,
   33.2406,        35,
   33.2507,        29,
   33.2608,        28,
   33.2709,        34,
   33.2811,        56,
   33.2912,        32,
   33.3013,        39,
   33.3114,        54,
   33.3215,        48,
   33.3317,        45,
   33.3418,        37,
   33.3519,        48,
    33.362,        37,
   33.3721,        46,
   33.3822,        39,
   33.3924,        31,
   33.4025,        47,
   33.4126,        32,
   33.4227,        35,
   33.4328,        31,
    33.443,        36,
   33.4531,        28,
   33.4632,        30,
   33.4733,        36,
   33.4834,        24,
   33.4936,        26,
   33.5037,        39,
   33.5138,        42,
   33.5239,        37,
    33.534,        37,
   33.5441,        38,
   33.5543,        37,
   33.5644,        41,
   33.5745,        35,
   33.5846,        31,
   33.5947,        24,
   33.6049,        33,
    33.615,        42,
   33.6251,        34,
   33.6352,        30,
   33.6453,        37,
   33.6554,        37,
   33.6656,        29,
   33.6757,        41,
   33.6858,        29,
   33.6959,        33,
    33.706,        39,
   33.7162,        40,
   33.7263,        47,
   33.7364,        32,
   33.7465,        46,
   33.7566,        43,
   33.7668,        33,
   33.7769,        35,
    33.787,        36,
   33.7971,        43,
   33.8072,        39,
   33.8173,        25,
   33.8275,        42,
   33.8376,        32,
   33.8477,        52,
   33.8578,        43,
   33.8679,        45,
   33.8781,        38,
   33.8882,        34,
   33.8983,        49,
   33.9084,        45,
   33.9185,        58,
   33.9287,        53,
   33.9388,        45,
   33.9489,        32,
    33.959,        45,
   33.9691,        38,
   33.9792,        36,
   33.9894,        32,
   33.9995,        35,
   34.0096,        39,
   34.0197,        35,
   34.0298,        48,
     34.04,        21,
   34.0501,        36,
   34.0602,        31,
   34.0703,        34,
   34.0804,        35,
   34.0905,        41,
   34.1007,        39,
   34.1108,        38,
   34.1209,        45,
    34.131,        34,
   34.1411,        31,
   34.1513,        34,
   34.1614,        36,
   34.1715,        39,
   34.1816,        39,
   34.1917,        32,
   34.2019,        34,
    34.212,        33,
   34.2221,        42,
   34.2322,        47,
   34.2423,        37,
   34.2524,        39,
   34.2626,        41,
   34.2727,        37,
   34.2828,        42,
   34.2929,        40,
    34.303,        27,
   34.3132,        37,
   34.3233,        36,
   34.3334,        35,
   34.3435,        33,
   34.3536,        36,
   34.3637,        27,
   34.3739,        38,
    34.384,        34,
   34.3941,        42,
   34.4042,        36,
   34.4143,        40,
   34.4245,        23,
   34.4346,        38,
   34.4447,        38,
   34.4548,        29,
   34.4649,        39,
   34.4751,        24,
   34.4852,        33,
   34.4953,        29,
   34.5054,        35,
   34.5155,        41,
   34.5256,        31,
   34.5358,        24,
   34.5459,        32,
    34.556,        38,
   34.5661,        31,
   34.5762,        43,
   34.5864,        34,
   34.5965,        50,
   34.6066,        36,
   34.6167,        46,
   34.6268,        48,
    34.637,        42,
   34.6471,        38,
   34.6572,        40,
   34.6673,        30,
   34.6774,        30,
   34.6875,        39,
   34.6977,        45,
   34.7078,        38,
   34.7179,        39,
    34.728,        40,
   34.7381,        46,
   34.7483,        38,
   34.7584,        43,
   34.7685,        39,
   34.7786,        44,
   34.7887,        32,
   34.7988,        34,
    34.809,        36,
   34.8191,        31,
   34.8292,        38,
   34.8393,        28,
   34.8494,        35,
   34.8596,        27,
   34.8697,        30,
   34.8798,        27,
   34.8899,        34,
      34.9,        35,
   34.9102,        34,
   34.9203,        29,
   34.9304,        30,
   34.9405,        32,
   34.9506,        39,
   34.9607,        38,
   34.9709,        36,
    34.981,        35,
   34.9911,        24,
   35.0012,        36,
   35.0113,        33,
   35.0215,        36,
   35.0316,        31,
   35.0417,        31,
   35.0518,        38,
   35.0619,        29,
   35.0721,        28,
   35.0822,        25,
   35.0923,        41,
   35.1024,        27,
   35.1125,        37,
   35.1226,        34,
   35.1328,        41,
   35.1429,        40,
    35.153,        36,
   35.1631,        29,
   35.1732,        31,
   35.1834,        31,
   35.1935,        36,
   35.2036,        32,
   35.2137,        35,
   35.2238,        39,
   35.2339,        17,
   35.2441,        27,
   35.2542,        24,
   35.2643,        36,
   35.2744,        40,
   35.2845,        32,
   35.2947,        38,
   35.3048,        40,
   35.3149,        30,
    35.325,        35,
   35.3351,        25,
   35.3453,        40,
   35.3554,        40,
   35.3655,        36,
   35.3756,        30,
   35.3857,        48,
   35.3958,        46,
    35.406,        34,
   35.4161,        35,
   35.4262,        41,
   35.4363,        34,
   35.4464,        38,
   35.4566,        37,
   35.4667,        48,
   35.4768,        40,
   35.4869,        42,
    35.497,        53,
   35.5071,        35,
   35.5173,        40,
   35.5274,        39,
   35.5375,        38,
   35.5476,        32,
   35.5577,        42,
   35.5679,        38,
    35.578,        23,
   35.5881,        36,
   35.5982,        27,
   35.6083,        40,
   35.6185,        35,
   35.6286,        42,
   35.6387,        50,
   35.6488,        36,
   35.6589,        47,
    35.669,        43,
   35.6792,        29,
   35.6893,        30,
   35.6994,        37,
   35.7095,        43,
   35.7196,        31,
   35.7298,        38,
   35.7399,        41,
     35.75,        35,
   35.7601,        35,
   35.7702,        38,
   35.7804,        33,
   35.7905,        36,
   35.8006,        29,
   35.8107,        31,
   35.8208,        40,
   35.8309,        34,
   35.8411,        34,
   35.8512,        40,
   35.8613,        48,
   35.8714,        28,
   35.8815,        47,
   35.8917,        36,
   35.9018,        33,
   35.9119,        33,
    35.922,        33,
   35.9321,        48,
   35.9422,        32,
   35.9524,        35,
   35.9625,        32,
   35.9726,        30,
   35.9827,        23,
   35.9928,        27,
    36.003,        38,
   36.0131,        30,
   36.0232,        37,
   36.0333,        46,
   36.0434,        41,
   36.0536,        36,
   36.0637,        42,
   36.0738,        34,
   36.0839,        49,
    36.094,        48,
   36.1041,        34,
   36.1143,        38,
   36.1244,        37,
   36.1345,        37,
   36.1446,        32,
   36.1547,        34,
   36.1649,        29,
    36.175,        34,
   36.1851,        34,
   36.1952,        36,
   36.2053,        39,
   36.2154,        34,
   36.2256,        31,
   36.2357,        38,
   36.2458,        31,
   36.2559,        26,
    36.266,        35,
   36.2762,        36,
   36.2863,        31,
   36.2964,        43,
   36.3065,        35,
   36.3166,        31,
   36.3268,        31,
   36.3369,        40,
    36.347,        33,
   36.3571,        31,
   36.3672,        31,
   36.3773,        42,
   36.3875,        31,
   36.3976,        42,
   36.4077,        38,
   36.4178,        38,
   36.4279,        29,
   36.4381,        24,
   36.4482,        35,
   36.4583,        35,
   36.4684,        34,
   36.4785,        19,
   36.4887,        23,
   36.4988,        33,
   36.5089,        38,
    36.519,        38,
   36.5291,        30,
   36.5392,        33,
   36.5494,        40,
   36.5595,        38,
   36.5696,        37,
   36.5797,        24,
   36.5898,        18,
      36.6,        28,
   36.6101,        30,
   36.6202,        33,
   36.6303,        30,
   36.6404,        23,
   36.6505,        32,
   36.6607,        31,
   36.6708,        28,
   36.6809,        30,
    36.691,        35,
   36.7011,        27,
   36.7113,        33,
   36.7214,        30,
   36.7315,        31,
   36.7416,        27,
   36.7517,        28,
   36.7619,        30,
    36.772,        31,
   36.7821,        50,
   36.7922,        37,
   36.8023,        29,
   36.8124,        39,
   36.8226,        30,
   36.8327,        24,
   36.8428,        33,
   36.8529,        35,
    36.863,        25,
   36.8732,        32,
   36.8833,        40,
   36.8934,        23,
   36.9035,        34,
   36.9136,        38,
   36.9238,        28,
   36.9339,        37,
    36.944,        32,
   36.9541,        41,
   36.9642,        37,
   36.9743,        39,
   36.9845,        27,
   36.9946,        37,
   37.0047,        43,
   37.0148,        34,
   37.0249,        43,
   37.0351,        32,
   37.0452,        43,
   37.0553,        44,
   37.0654,        32,
   37.0755,        28,
   37.0856,        31,
   37.0958,        35,
   37.1059,        45,
    37.116,        29,
   37.1261,        48,
   37.1362,        29,
   37.1464,        36,
   37.1565,        34,
   37.1666,        39,
   37.1767,        46,
   37.1868,        28,
    37.197,        36,
   37.2071,        36,
   37.2172,        33,
   37.2273,        30,
   37.2374,        28,
   37.2475,        43,
   37.2577,        29,
   37.2678,        44,
   37.2779,        40,
    37.288,        41,
   37.2981,        46,
   37.3083,        35,
   37.3184,        38,
   37.3285,        35,
   37.3386,        46,
   37.3487,        34,
   37.3588,        28,
    37.369,        38,
   37.3791,        43,
   37.3892,        35,
   37.3993,        45,
   37.4094,        45,
   37.4196,        40,
   37.4297,        42,
   37.4398,        30,
   37.4499,        31,
     37.46,        47,
   37.4702,        33,
   37.4803,        27,
   37.4904,        34,
   37.5005,        30,
   37.5106,        36,
   37.5207,        39,
   37.5309,        32,
    37.541,        32,
   37.5511,        18,
   37.5612,        33,
   37.5713,        37,
   37.5815,        31,
   37.5916,        37,
   37.6017,        33,
   37.6118,        45,
   37.6219,        38,
   37.6321,        34,
   37.6422,        47,
   37.6523,        35,
   37.6624,        35,
   37.6725,        35,
   37.6826,        34,
   37.6928,        34,
   37.7029,        28,
    37.713,        33,
   37.7231,        32,
   37.7332,        32,
   37.7434,        30,
   37.7535,        31,
   37.7636,        42,
   37.7737,        43,
   37.7838,        40,
   37.7939,        29,
   37.8041,        45,
   37.8142,        34,
   37.8243,        39,
   37.8344,        39,
   37.8445,        32,
   37.8547,        33,
   37.8648,        38,
   37.8749,        44,
    37.885,        49,
   37.8951,        40,
   37.9053,        53,
   37.9154,        48,
   37.9255,        40,
   37.9356,        50,
   37.9457,        61,
   37.9558,        61,
    37.966,        72,
   37.9761,        69,
   37.9862,        64,
   37.9963,        86,
   38.0064,        72,
   38.0166,        73,
   38.0267,        76,
   38.0368,        88,
   38.0469,        96,
    38.057,        86,
   38.0671,        99,
   38.0773,       107,
   38.0874,       141,
   38.0975,       140,
   38.1076,       126,
   38.1177,       175,
   38.1279,       173,
    38.138,       147,
   38.1481,       173,
   38.1582,       150,
   38.1683,       124,
   38.1785,       114,
   38.1886,       134,
   38.1987,       112,
   38.2088,       132,
   38.2189,       113,
    38.229,       115,
   38.2392,       111,
   38.2493,       108,
   38.2594,        93,
   38.2695,        79,
   38.2796,        87,
   38.2898,        60,
   38.2999,        50,
     38.31,        47,
   38.3201,        57,
   38.3302,        59,
   38.3404,        44,
   38.3505,        55,
   38.3606,        49,
   38.3707,        57,
   38.3808,        69,
   38.3909,        47,
   38.4011,        57,
   38.4112,        47,
   38.4213,        47,
   38.4314,        48,
   38.4415,        43,
   38.4517,        38,
   38.4618,        49,
   38.4719,        42,
    38.482,        24,
   38.4921,        23,
   38.5022,        36,
   38.5124,        21,
   38.5225,        33,
   38.5326,        36,
   38.5427,        39,
   38.5528,        37,
    38.563,        25,
   38.5731,        43,
   38.5832,        33,
   38.5933,        41,
   38.6034,        39,
   38.6136,        31,
   38.6237,        29,
   38.6338,        48,
   38.6439,        36,
    38.654,        43,
   38.6641,        36,
   38.6743,        45,
   38.6844,        48,
   38.6945,        40,
   38.7046,        52,
   38.7147,        43,
   38.7249,        36,
    38.735,        38,
   38.7451,        47,
   38.7552,        38,
   38.7653,        33,
   38.7755,        46,
   38.7856,        53,
   38.7957,        53,
   38.8058,        46,
   38.8159,        43,
    38.826,        41,
   38.8362,        44,
   38.8463,        48,
   38.8564,        43,
   38.8665,        33,
   38.8766,        37,
   38.8868,        36,
   38.8969,        45,
    38.907,        41,
   38.9171,        37,
   38.9272,        38,
   38.9373,        29,
   38.9475,        41,
   38.9576,        46,
   38.9677,        48,
   38.9778,        28,
   38.9879,        33,
   38.9981,        37,
   39.0082,        35,
   39.0183,        30,
   39.0284,        28,
   39.0385,        39,
   39.0487,        41,
   39.0588,        40,
   39.0689,        42,
    39.079,        40,
   39.0891,        30,
   39.0992,        31,
   39.1094,        23,
   39.1195,        44,
   39.1296,        32,
   39.1397,        31,
   39.1498,        30,
     39.16,        27,
   39.1701,        43,
   39.1802,        40,
   39.1903,        31,
   39.2004,        33,
   39.2105,        34,
   39.2207,        32,
   39.2308,        31,
   39.2409,        36,
    39.251,        31,
   39.2611,        20,
   39.2713,        40,
   39.2814,        28,
   39.2915,        37,
   39.3016,        38,
   39.3117,        32,
   39.3219,        31,
    39.332,        50,
   39.3421,        30,
   39.3522,        47,
   39.3623,        27,
   39.3724,        45,
   39.3826,        46,
   39.3927,        28,
   39.4028,        49,
   39.4129,        32,
    39.423,        31,
   39.4332,        30,
   39.4433,        30,
   39.4534,        56,
   39.4635,        34,
   39.4736,        44,
   39.4838,        34,
   39.4939,        43,
    39.504,        37,
   39.5141,        49,
   39.5242,        33,
   39.5343,        31,
   39.5445,        36,
   39.5546,        43,
   39.5647,        38,
   39.5748,        34,
   39.5849,        37,
   39.5951,        41,
   39.6052,        33,
   39.6153,        47,
   39.6254,        47,
   39.6355,        53,
   39.6456,        48,
   39.6558,        39,
   39.6659,        39,
    39.676,        48,
   39.6861,        54,
   39.6962,        63,
   39.7064,        72,
   39.7165,        69,
   39.7266,        71,
   39.7367,        75,
   39.7468,        80,
    39.757,        83,
   39.7671,       125,
   39.7772,       155,
   39.7873,       169,
   39.7974,       203,
   39.8075,       188,
   39.8177,       230,
   39.8278,       213,
   39.8379,       190,
    39.848,       188,
   39.8581,       157,
   39.8683,       194,
   39.8784,       160,
   39.8885,       144,
   39.8986,       143,
   39.9087,       162,
   39.9188,       175,
    39.929,       120,
   39.9391,       127,
   39.9492,       124,
   39.9593,        98,
   39.9694,        87,
   39.9796,       103,
   39.9897,        98,
   39.9998,       113,
   40.0099,        79,
     40.02,        64,
   40.0302,        84,
   40.0403,        57,
   40.0504,        59,
   40.0605,        46,
   40.0706,        47,
   40.0807,        58,
   40.0909,        59,
    40.101,        50,
   40.1111,        50,
   40.1212,        45,
   40.1313,        36,
   40.1415,        40,
   40.1516,        39,
   40.1617,        47,
   40.1718,        46,
   40.1819,        40,
   40.1921,        33,
   40.2022,        37,
   40.2123,        32,
   40.2224,        43,
   40.2325,        28,
   40.2426,        46,
   40.2528,        32,
   40.2629,        47,
    40.273,        37,
   40.2831,        28,
   40.2932,        29,
   40.3034,        36,
   40.3135,        29,
   40.3236,        34,
   40.3337,        35,
   40.3438,        34,
   40.3539,        34,
   40.3641,        35,
   40.3742,        39,
   40.3843,        32,
   40.3944,        33,
   40.4045,        27,
   40.4147,        42,
   40.4248,        20,
   40.4349,        34,
    40.445,        29,
   40.4551,        32,
   40.4653,        32,
   40.4754,        33,
   40.4855,        29,
   40.4956,        31,
   40.5057,        34,
   40.5158,        28,
    40.526,        37,
   40.5361,        26,
   40.5462,        29,
   40.5563,        27,
   40.5664,        36,
   40.5766,        36,
   40.5867,        36,
   40.5968,        40,
   40.6069,        31,
    40.617,        32,
   40.6271,        44,
   40.6373,        38,
   40.6474,        26,
   40.6575,        27,
   40.6676,        36,
   40.6777,        39,
   40.6879,        29,
    40.698,        33,
   40.7081,        39,
   40.7182,        31,
   40.7283,        25,
   40.7385,        30,
   40.7486,        36,
   40.7587,        37,
   40.7688,        28,
   40.7789,        43,
    40.789,        25,
   40.7992,        28,
   40.8093,        31,
   40.8194,        33,
   40.8295,        32,
   40.8396,        28,
   40.8498,        22,
   40.8599,        24,
     40.87,        28,
   40.8801,        27,
   40.8902,        31,
   40.9004,        24,
   40.9105,        36,
   40.9206,        29,
   40.9307,        29,
   40.9408,        29,
   40.9509,        36,
   40.9611,        28,
   40.9712,        25,
   40.9813,        32,
   40.9914,        19,
   41.0015,        27,
   41.0117,        27,
   41.0218,        31,
   41.0319,        27,
    41.042,        24,
   41.0521,        21,
   41.0622,        31,
   41.0724,        24,
   41.0825,        22,
   41.0926,        33,
   41.1027,        21,
   41.1128,        33,
    41.123,        24,
   41.1331,        34,
   41.1432,        32,
   41.1533,        30,
   41.1634,        33,
   41.1736,        39,
   41.1837,        18,
   41.1938,        29,
   41.2039,        32,
    41.214,        45,
   41.2241,        24,
   41.2343,        46,
   41.2444,        31,
   41.2545,        28,
   41.2646,        38,
   41.2747,        37,
   41.2849,        32,
    41.295,        33,
   41.3051,        38,
   41.3152,        32,
   41.3253,        30,
   41.3355,        28,
   41.3456,        30,
   41.3557,        29,
   41.3658,        35,
   41.3759,        35,
    41.386,        25,
   41.3962,        17,
   41.4063,        33,
   41.4164,        31,
   41.4265,        21,
   41.4366,        26,
   41.4468,        29,
   41.4569,        35,
    41.467,        33,
   41.4771,        35,
   41.4872,        33,
   41.4973,        26,
   41.5075,        32,
   41.5176,        25,
   41.5277,        29,
   41.5378,        26,
   41.5479,        33,
   41.5581,        36,
   41.5682,        40,
   41.5783,        27,
   41.5884,        38,
   41.5985,        36,
   41.6087,        37,
   41.6188,        21,
   41.6289,        26,
    41.639,        35,
   41.6491,        31,
   41.6592,        35,
   41.6694,        20,
   41.6795,        31,
   41.6896,        31,
   41.6997,        42,
   41.7098,        34,
     41.72,        28,
   41.7301,        37,
   41.7402,        41,
   41.7503,        32,
   41.7604,        26,
   41.7705,        43,
   41.7807,        37,
   41.7908,        46,
   41.8009,        46,
    41.811,        49,
   41.8211,        38,
   41.8313,        47,
   41.8414,        39,
   41.8515,        39,
   41.8616,        51,
   41.8717,        37,
   41.8819,        49,
    41.892,        51,
   41.9021,        51,
   41.9122,        48,
   41.9223,        38,
   41.9324,        43,
   41.9426,        47,
   41.9527,        40,
   41.9628,        43,
   41.9729,        40,
    41.983,        43,
   41.9932,        38,
   42.0033,        33,
   42.0134,        41,
   42.0235,        41,
   42.0336,        33,
   42.0438,        33,
   42.0539,        25,
    42.064,        37,
   42.0741,        20,
   42.0842,        29,
   42.0943,        32,
   42.1045,        25,
   42.1146,        33,
   42.1247,        26,
   42.1348,        29,
   42.1449,        33,
   42.1551,        40,
   42.1652,        45,
   42.1753,        32,
   42.1854,        28,
   42.1955,        36,
   42.2056,        28,
   42.2158,        32,
   42.2259,        37,
    42.236,        27,
   42.2461,        42,
   42.2562,        40,
   42.2664,        33,
   42.2765,        26,
   42.2866,        33,
   42.2967,        34,
   42.3068,        25,
    42.317,        35,
   42.3271,        39,
   42.3372,        36,
   42.3473,        25,
   42.3574,        33,
   42.3675,        36,
   42.3777,        18,
   42.3878,        39,
   42.3979,        48,
    42.408,        36,
   42.4181,        27,
   42.4283,        25,
   42.4384,        30,
   42.4485,        29,
   42.4586,        31,
   42.4687,        37,
   42.4788,        42,
    42.489,        43,
   42.4991,        38,
   42.5092,        34,
   42.5193,        34,
   42.5294,        27,
   42.5396,        30,
   42.5497,        40,
   42.5598,        36,
   42.5699,        26,
     42.58,        32,
   42.5902,        28,
   42.6003,        45,
   42.6104,        28,
   42.6205,        41,
   42.6306,        37,
   42.6407,        19,
   42.6509,        32,
    42.661,        32,
   42.6711,        29,
   42.6812,        43,
   42.6913,        27,
   42.7015,        22,
   42.7116,        39,
   42.7217,        31,
   42.7318,        38,
   42.7419,        26,
   42.7521,        26,
   42.7622,        34,
   42.7723,        30,
   42.7824,        27,
   42.7925,        35,
   42.8026,        35,
   42.8128,        30,
   42.8229,        26,
    42.833,        29,
   42.8431,        27,
   42.8532,        27,
   42.8634,        20,
   42.8735,        31,
   42.8836,        31,
   42.8937,        24,
   42.9038,        37,
   42.9139,        21,
   42.9241,        25,
   42.9342,        30,
   42.9443,        32,
   42.9544,        33,
   42.9645,        31,
   42.9747,        19,
   42.9848,        28,
   42.9949,        42,
    43.005,        28,
   43.0151,        38,
   43.0253,        30,
   43.0354,        41,
   43.0455,        31,
   43.0556,        34,
   43.0657,        34,
   43.0758,        38,
    43.086,        45,
   43.0961,        28,
   43.1062,        42,
   43.1163,        38,
   43.1264,        41,
   43.1366,        30,
   43.1467,        35,
   43.1568,        32,
   43.1669,        40,
    43.177,        23,
   43.1872,        36,
   43.1973,        33,
   43.2074,        41,
   43.2175,        34,
   43.2276,        35,
   43.2377,        27,
   43.2479,        31,
    43.258,        26,
   43.2681,        31,
   43.2782,        33,
   43.2883,        25,
   43.2985,        36,
   43.3086,        29,
   43.3187,        25,
   43.3288,        24,
   43.3389,        27,
    43.349,        32,
   43.3592,        41,
   43.3693,        26,
   43.3794,        30,
   43.3895,        31,
   43.3996,        30,
   43.4098,        37,
   43.4199,        17,
     43.43,        29,
   43.4401,        32,
   43.4502,        35,
   43.4604,        42,
   43.4705,        22,
   43.4806,        23,
   43.4907,        27,
   43.5008,        39,
   43.5109,        36,
   43.5211,        30,
   43.5312,        39,
   43.5413,        27,
   43.5514,        32,
   43.5615,        33,
   43.5717,        27,
   43.5818,        32,
   43.5919,        41,
    43.602,        30,
   43.6121,        27,
   43.6222,        43,
   43.6324,        42,
   43.6425,        44,
   43.6526,        41,
   43.6627,        31,
   43.6728,        26,
    43.683,        28,
   43.6931,        36,
   43.7032,        22,
   43.7133,        32,
   43.7234,        32,
   43.7336,        31,
   43.7437,        25,
   43.7538,        39,
   43.7639,        28,
    43.774,        30,
   43.7841,        29,
   43.7943,        47,
   43.8044,        26,
   43.8145,        29,
   43.8246,        32,
   43.8347,        31,
   43.8449,        37,
    43.855,        28,
   43.8651,        26,
   43.8752,        39,
   43.8853,        24,
   43.8955,        25,
   43.9056,        32,
   43.9157,        36,
   43.9258,        27,
   43.9359,        29,
    43.946,        31,
   43.9562,        20,
   43.9663,        36,
   43.9764,        23,
   43.9865,        34,
   43.9966,        25,
   44.0068,        27,
   44.0169,        21,
    44.027,        41,
   44.0371,        25,
   44.0472,        21,
   44.0573,        40,
   44.0675,        20,
   44.0776,        25,
   44.0877,        43,
   44.0978,        36,
   44.1079,        16,
   44.1181,        26,
   44.1282,        34,
   44.1383,        26,
   44.1484,        26,
   44.1585,        31,
   44.1687,        35,
   44.1788,        35,
   44.1889,        28,
    44.199,        41,
   44.2091,        30,
   44.2192,        36,
   44.2294,        27,
   44.2395,        38,
   44.2496,        24,
   44.2597,        38,
   44.2698,        45,
     44.28,        18,
   44.2901,        31,
   44.3002,        49,
   44.3103,        38,
   44.3204,        33,
   44.3305,        23,
   44.3407,        27,
   44.3508,        37,
   44.3609,        44,
    44.371,        39,
   44.3811,        32,
   44.3913,        33,
   44.4014,        36,
   44.4115,        31,
   44.4216,        34,
   44.4317,        40,
