294.400000000	0.001500000
294.400000000	0.001000000
294.400000000	0.000500000
294.300000000	0.000500000
294.300000000	0.000500000
294.300000000	0.000500000
294.300000000	0.000500000
294.200000000	-0.014186900
294.200000000	-0.013910600
294.200000000	-0.014071700
294.200000000	-0.013790250
294.200000000	-0.013776400
294.200000000	-0.014071800
294.200000000	-0.014179650
294.200000000	-0.013932200
294.200000000	-0.013987400
294.200000000	-0.013604500
294.200000000	-0.013734550
294.100000000	-49999994999999995700000000000000000000000000000000000000000000000000000000000000000000000000000000.000000000
294.100000000	49999994999999995700000000000000000000000000000000000000000000000000000000000000000000000000000000.000000000
294.100000000	0.000175950
294.100000000	-0.000043000
294.100000000	0.000000000
294.100000000	0.000000000
294.100000000	0.000000000
294.100000000	0.000000000
294.100000000	0.000000000
294.000000000	-0.407805500
294.000000000	-0.407831500
294.000000000	-0.407989000
294.000000000	-0.407878000
294.000000000	-0.407974000
294.000000000	-0.407887500
294.000000000	-0.407659000
294.000000000	-0.408039500
294.000000000	-0.408037500
294.000000000	-0.407854500
294.000000000	-0.203906500
294.000000000	0.000085000
294.100000000	49999994999999995700000000000000000000000000000000000000000000000000000000000000000000000000000000.000000000
294.100000000	0.000000000
294.100000000	-0.036816500
294.000000000	-0.000002000
294.000000000	-0.073866000
294.000000000	-0.070819500
294.000000000	-0.234260500
294.000000000	-0.394936500
294.000000000	-0.394825000
294.000000000	-0.067905000
294.100000000	0.005416500
294.100000000	0.388784500
294.100000000	0.388887500
294.100000000	0.388920000
294.100000000	0.389145000
294.100000000	0.389201000
294.100000000	0.389148000
294.100000000	0.389079500
294.100000000	0.389205000
294.100000000	0.389379500
294.100000000	0.389290500
294.100000000	0.389345500
294.100000000	0.389238000
294.100000000	0.389082000
294.100000000	0.389352000
294.100000000	0.394092000
294.100000000	0.393959000
294.100000000	0.394039000
294.100000000	0.394458000
294.100000000	0.394457500
294.100000000	0.394499500
294.200000000	0.394499000
294.200000000	0.394522500
294.200000000	0.394543000
294.200000000	0.394559500
294.200000000	0.394593000
294.200000000	0.394471000
294.200000000	0.394524500
294.200000000	0.394590000
294.200000000	0.394608000
294.200000000	0.394623000
294.200000000	0.394645500
294.200000000	0.394544000
294.200000000	0.394540500
294.300000000	0.394548500
294.300000000	0.394572500
294.300000000	0.394590500
294.300000000	0.394598000
294.300000000	0.394579500
294.300000000	0.394606000
294.300000000	0.394633500
294.300000000	0.394650500
294.300000000	0.394660000
294.300000000	0.394675500
294.400000000	0.394702000
294.400000000	0.394606500
294.400000000	0.394621500
294.400000000	0.394700500
294.400000000	0.394717500
294.400000000	0.394725000
294.500000000	0.394732000
294.500000000	0.394741500
294.600000000	0.394912000
294.600000000	0.394696000
294.500000000	0.394748500
294.500000000	0.394747000
294.400000000	0.394792500
294.400000000	0.394805500
294.400000000	0.394421500
294.400000000	0.060064000
294.400000000	0.061566500
294.400000000	0.049911000
294.500000000	0.061594500
294.500000000	0.062372000
294.500000000	0.051427500
294.500000000	0.060896000
294.500000000	0.073114000
294.500000000	0.062426000
294.500000000	0.056926000
294.500000000	0.059665000
294.500000000	0.054644000
294.500000000	0.067120000
294.500000000	0.054420500
294.500000000	0.049169500
294.500000000	0.056936500
294.500000000	0.049948000
294.500000000	0.045290500
294.500000000	0.047533000
294.600000000	0.045970500
294.600000000	0.048364500
294.600000000	0.056976000
294.600000000	0.058472000
